,document,subject,relation,object
270,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",sons,presented as,alms
271,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",they,was within,room
272,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",sons,presented,Yajnaseni
273,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",they,had obtained to,their mother.Kunti
274,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",sons,returned from,potter 's abode
275,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",sons,presented Yajnaseni as,alms
276,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",they,was within,there room
277,"The sons of Pritha returned from the potter's abode and presented Yajnaseni as the alms they had obtained to their mother.Kunti was there within the room and saw not her sons, so she said, 'Enjoy ye all (what ye have obtained).",potter,from,abode
278,"Yudhishthira consoled Kunti, and addressed Dhananjaya, said, 'By thee, O Phalguna, hath Yajnaseni been won.It is proper that we all should wed her.",Yudhishthira,consoled,Kunti
279,"Yudhishthira consoled Kunti, and addressed Dhananjaya, said, 'By thee, O Phalguna, hath Yajnaseni been won.It is proper that we all should wed her.",Yudhishthira,addressed,Dhananjaya
280,"Arjuna doesn't want to be a participant in sin.Arjuna wants to be married first, followed by Bhima, Nakula, Vrikodara, the twins and Sahadeva, and then Arjun.Arjun wants Panchala to command them as helikest.",Arjuna,be participant in,sin.Arjuna
281,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Draupadi,princess of,Panchala.Yudhishthira
282,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Krishna Dwaipayana,of,words.The king
283,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Pandavas,looked at,princess of Panchala.Yudhishthira
284,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Panchala.Yudhishthira,son of,Kunti
285,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Pandavas,looked at,princess
286,"The Pandavas all looked at Draupadi, the princess of Panchala.Yudhishthira, the son of Kunti, understood the meaning of Krishna-Dwaipayana's words.The king, from fear of a division among the brothers, addressed all of them and said that Drauupadi will be the common wife of them all.",Pandavas,looked at,Draupadi
287,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Kunti,son of,Ajamida.The Pandavas
288,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Krishna,went to,potter 's house.They
289,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Ajatasanu,feet of,Kunti
290,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Ajatasanu,saw,them
291,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Ajatasanu,feet of,son
292,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",potter,to,house.They
293,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Ajatasanu,sons of,Pandu
294,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Ajatasanu,feet of,son of Ajamida.The Pandavas
295,"Krishna and Valadeva went to the potter's house.They saw Ajatasanu (Yudhishthira) and his younger brothers passing the splendour of fire sitting around him.Vasudeva touched the feet of Kunti, the son of Ajamida.The Pandavas, the sons of Pandu, saw them and were delighted.",Valadeva,went to,potter 's house.They
296,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",potter,in,house.Bhima cheerfully gave to Yudhishthira.Kunti
297,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,hid,himself
298,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided,it
299,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided food into,six parts
300,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Draupadi,daughter of,Drupada
301,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,hid in,potter 's house.Bhima gave
302,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided,food
303,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,hid in,potter 's house.Bhima
304,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided into,six parts
305,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided into,half
306,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided for,himself
307,"The Panchala prince hid himself in the potter's house.Bhima, Jishnu, and the illustrious twins, cheerfully gave everything to Yudhishthira.Kunti, the daughter of Drupada, divided the food into six parts and divided it into half for Bhima and half for himself.",Panchala prince,divided for,Bhima
308,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna went,was sad,because Krishna had taken
309,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,his daughter.Arjuna,took up,bow
310,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna,went,report
311,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna,went to,Drupada
312,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Krishna,shot,mark
313,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna went,was,sad
314,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna went,was sad,Krishna had taken away
315,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna,went,to report
316,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,potter,at,abode.The king of Panchala
317,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna went,was sad,Krishna had taken
318,Dhristadyumna went to Drupada to report what had happened at the potter's abode.The king of Panchala was sad because Krishna had taken away his daughter.Arjuna took up the bow and shot the mark.,Dhristadyumna went,was sad,because Krishna had taken away
