,document,subject,relation,object
678,"Some
remarked, 'This handsome youth is even like the trunk of a mighty
elephant, whose shoulders and arms and thighs are so well-built, who in
patience looks like the Himavat, whose gait is even like that of the
lion, and whose prowess seems to be like that of an elephant in rut, and
who is so resolute, that it is probable that he will accomplish this
feat.",gait,is like,even that
679,"Some
remarked, 'This handsome youth is even like the trunk of a mighty
elephant, whose shoulders and arms and thighs are so well-built, who in
patience looks like the Himavat, whose gait is even like that of the
lion, and whose prowess seems to be like that of an elephant in rut, and
who is so resolute, that it is probable that he will accomplish this
feat.",handsome youth,is like,trunk of elephant
680,"Some
remarked, 'This handsome youth is even like the trunk of a mighty
elephant, whose shoulders and arms and thighs are so well-built, who in
patience looks like the Himavat, whose gait is even like that of the
lion, and whose prowess seems to be like that of an elephant in rut, and
who is so resolute, that it is probable that he will accomplish this
feat.",whose prowess,seems,that of elephant in rut
681,He has strength and resolution.,He,has,strength
682,"If he had none, he would never go
of his own accord.",he,would go of,his own accord
683,"If he had none, he would never go
of his own accord.",he,would go,he had
684,"If he had none, he would never go
of his own accord.",he,would go,If he had
685,"If he had none, he would never go
of his own accord.",he,would go of,his accord
686,"If he had none, he would never go
of his own accord.",he,had,none
687,"Besides, there is nothing in the three worlds that
Brahmanas of all mortal men cannot accomplish.",nothing,is in,three worlds
688,"Abstaining from all food
or living upon air or eating of fruits, persevering in their vows, and
emaciated and weak, Brahmanas are ever strong in their own energy.",Brahmanas,are,strong
689,"Abstaining from all food
or living upon air or eating of fruits, persevering in their vows, and
emaciated and weak, Brahmanas are ever strong in their own energy.",Brahmanas,are ever strong in,their energy
690,"Abstaining from all food
or living upon air or eating of fruits, persevering in their vows, and
emaciated and weak, Brahmanas are ever strong in their own energy.",Brahmanas,are,ever strong
691,"Abstaining from all food
or living upon air or eating of fruits, persevering in their vows, and
emaciated and weak, Brahmanas are ever strong in their own energy.",Brahmanas,are strong in,their energy
692,"One
should never disregard a Brahmana whether his acts be right or wrong, by
supposing him incapable of achieving any task that is great or little, or
that is fraught with bliss or woe.",his acts,be,right
693,"One
should never disregard a Brahmana whether his acts be right or wrong, by
supposing him incapable of achieving any task that is great or little, or
that is fraught with bliss or woe.",One,should disregard,Brahmana
694,"Rama the son of Jamadagni defeated in
battle, all the Kshatriyas.",Rama,defeated Kshatriyas in,battle
695,"Rama the son of Jamadagni defeated in
battle, all the Kshatriyas.",Rama,defeated,Kshatriyas
696,"Agastya by his Brahma energy drank off the
fathomless ocean.",Agastya,drank off,ocean
697,"Agastya by his Brahma energy drank off the
fathomless ocean.",Agastya,drank off,fathomless ocean
698,"Therefore, say ye, 'Let this youth bend the bow and
string it with ease' (and many said), 'So be it.'",youth,bend,it
699,"Therefore, say ye, 'Let this youth bend the bow and
string it with ease' (and many said), 'So be it.'",youth,bend,it with ease
700,"Therefore, say ye, 'Let this youth bend the bow and
string it with ease' (and many said), 'So be it.'",youth,bend,bow
701,"Then Arjuna
approached the bow and stood there like a mountain.",Arjuna,approached,bow
702,"Then Arjuna
approached the bow and stood there like a mountain.",Arjuna,stood there like,mountain
703,"Then Arjuna
approached the bow and stood there like a mountain.",Arjuna,stood like,mountain
704,"And walking round
that bow, and bending his head unto that giver of boons--the lord
Isana--and remembering Krishna also, he took it up.",walking Krishna,took up,it
705,"And walking round
that bow, and bending his head unto that giver of boons--the lord
Isana--and remembering Krishna also, he took it up.",Krishna,took up,it
706,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",it,fall down on,ground
707,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",he,shot,mark
708,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",he,caused,it
709,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",it,fall down through,hole
710,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",it,fall down through,hole in machine
711,"And taking up the
five arrows he shot the mark and caused it to fall down on the ground
through the hole in the machine above which it had been placed.",hole,is in,machine
712,"Then
there arose a loud uproar in the firmament, and the amphitheatre also
resounded with a loud clamour.",amphitheatre,also resounded with,loud clamour
713,"Then
there arose a loud uproar in the firmament, and the amphitheatre also
resounded with a loud clamour.",loud uproar,is in,firmament
714,"Then
there arose a loud uproar in the firmament, and the amphitheatre also
resounded with a loud clamour.",amphitheatre,resounded with,loud clamour
715,"Then
there arose a loud uproar in the firmament, and the amphitheatre also
resounded with a loud clamour.",amphitheatre,resounded with,clamour
716,"Then
there arose a loud uproar in the firmament, and the amphitheatre also
resounded with a loud clamour.",amphitheatre,also resounded with,clamour
717,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered slayer on,head of Partha
718,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered,slayer of foes
719,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered,flowers
720,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered,slayer
721,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered slayer on,head
722,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered flowers on,head of Partha
723,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered flowers on,head
724,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered,celestial flowers
725,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered on,head
726,"And the gods showered celestial flowers on
the head of Partha the slayer of foes.",gods,showered on,head of Partha
727,"And flowers
were rained from the skies all over the amphitheatre.",flowers,were rained from,skies over amphitheatre
728,"And flowers
were rained from the skies all over the amphitheatre.",flowers,were rained from,skies all over amphitheatre
729,"And flowers
were rained from the skies all over the amphitheatre.",flowers,were,rained
730,"And the musicians
struck up in concert.",musicians,struck up in,concert
731,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,to chant
732,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,chant in sweet tones
733,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,to chant in sweet tones
734,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant praises in,sweet tones
735,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,to chant in tones
736,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant praises in,tones
737,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant,praises
738,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,chant in tones
739,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,chant in sweet tones
740,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant in,tones
741,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,chant
742,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,chant in tones
743,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant in,sweet tones
744,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,chant,praises of hero
745,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",heralds,began,to chant in sweet tones
746,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,chant
747,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,to chant
748,"Bards and heralds began to chant in sweet tones the
praises (of the hero who accomplished the feat).",Bards,began,to chant in tones
749,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,desired,assist
750,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist hero with,his forces
751,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,desired,assist with his forces
752,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist hero,occasion arose
753,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist,hero
754,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,desired,to assist
755,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist,occasion arose
756,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist hero,if occasion arose
757,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist,if occasion arose
758,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,assist with,his forces
759,"And the monarch
desired to assist with his forces the hero if the occasion arose.",monarch,desired,to assist with his forces
760,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied by,first of men
761,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",uproar,was at,when its height
762,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied twins by,first of men
763,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied twins by,first
764,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",uproar,was at,its height
765,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied,twins hastily left
766,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied at,its height
767,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied at,when its height
768,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied twins at,when its height
769,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,foremost of,virtuous men
770,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied,twins left
771,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied,twins
772,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied twins at,its height
773,"And
when the uproar was at its height, Yudhishthira, the foremost of all
virtuous men, accompanied by those first of men the twins, hastily left
the amphitheatre for returning to his temporary home.",Yudhishthira,accompanied by,first
774,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached,son of Kunti
775,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,beholding like,like Indra himself
776,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached with,robe
777,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached son with,white robe
778,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached,son
779,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached with,white robe
780,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,beholding,Partha
781,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,beholding mark shot like,like Indra himself
782,"And Krishna
beholding the mark shot and beholding Partha also like unto Indra
himself, who had shot the mark, was filled with joy, and approached the
son of Kunti with a white robe and a garland of flowers.",Krishna,approached son with,robe
783,"And Arjuna the
accomplisher of inconceivable feats, having won Draupadi by his success
in the amphitheatre, was saluted with reverence by all the Brahmanas.",accomplisher,was saluted by,Brahmanas
784,"And Arjuna the
accomplisher of inconceivable feats, having won Draupadi by his success
in the amphitheatre, was saluted with reverence by all the Brahmanas.",accomplisher,was,saluted with reverence by Brahmanas
785,"And Arjuna the
accomplisher of inconceivable feats, having won Draupadi by his success
in the amphitheatre, was saluted with reverence by all the Brahmanas.",his success,is in,amphitheatre
786,"And
he soon after left the lists followed close by her who thus became his
wife.'""",he,followed close,her
787,"(Swayamvara Parva continued) ""Vaisampayana said, 'When the king (Drupada) expressed his desire of
bestowing his daughter on that Brahmana (who had shot the mark), all
those monarchs who had been invited to the Swayamvara, looking at one
another, were suddenly filled with wrath.",Brahmana,on daughter is,monarchs
788,"(Swayamvara Parva continued) ""Vaisampayana said, 'When the king (Drupada) expressed his desire of
bestowing his daughter on that Brahmana (who had shot the mark), all
those monarchs who had been invited to the Swayamvara, looking at one
another, were suddenly filled with wrath.",his,daughter,monarchs
789,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing by,assembled monarchs
790,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing by,monarchs
791,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing to,bestow
792,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing Drupada desireth by,monarchs
793,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing Drupada desireth as,straw
794,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing,us
795,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing,Drupada desireth
796,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing Drupada desireth by,assembled monarchs
797,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing as,straw
798,"And they said, 'Passing us by
and treating the assembled monarchs as straw this Drupada desireth to
bestow his daughter--that first of women,--on a Brahmana!",they,Passing Drupada desireth to,bestow
799,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,when about bear
800,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,bear
801,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,to bear
802,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,when to bear
803,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,about bear
804,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,to bear
805,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,about bear
806,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,bear
807,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,about to bear
808,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,when about to bear
809,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,when about bear
810,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,when bear
811,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,about to bear
812,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,it
813,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,when to bear
814,"Having planted
the tree he cutteth it down when it is about to bear fruit.",it,is,when about to bear
815,"Having planted
the tree he cutteth it down when it is about to bear fruit.",he,cutteth down,when bear
816,"The wretch
regardeth us not: therefore let us slay him.",us,slay,him
817,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,Owing to,qualities of his
818,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,Owing to,qualities
819,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,Owing to,such qualities
820,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,shall therefore slay,wretch
821,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,Owing to,such qualities of his
822,"Owing to such qualities of his, we shall,
therefore, slay this wretch that insulteth all kings, along with his son.",we,shall slay,wretch
823,"Inviting all the monarchs and entertaining them with excellent food, he
disregardeth us at last.",monarchs,entertaining with,food
824,"Inviting all the monarchs and entertaining them with excellent food, he
disregardeth us at last.",monarchs,entertaining with,excellent food
825,"Inviting all the monarchs and entertaining them with excellent food, he
disregardeth us at last.",he,Inviting,monarchs
826,"Inviting all the monarchs and entertaining them with excellent food, he
disregardeth us at last.",he,disregardeth,us
827,"Inviting all the monarchs and entertaining them with excellent food, he
disregardeth us at last.",monarchs,entertaining,them
828,"The Vedic declaration is well-known that the Swayamvara is for
the Kshatriyas.",Vedic declaration,is,known
829,"The Vedic declaration is well-known that the Swayamvara is for
the Kshatriyas.",declaration,is,known
830,"The Vedic declaration is well-known that the Swayamvara is for
the Kshatriyas.",Swayamvara,is for,Kshatriyas
831,"The Vedic declaration is well-known that the Swayamvara is for
the Kshatriyas.",declaration,is,well known
832,"The Vedic declaration is well-known that the Swayamvara is for
the Kshatriyas.",Vedic declaration,is,well known
833,"Or, ye kings, if this damsel desireth not
to select any one of us as her lord, let us cast her into the fire and
return to our kingdoms.",us,return to,our kingdoms
834,"Or, ye kings, if this damsel desireth not
to select any one of us as her lord, let us cast her into the fire and
return to our kingdoms.",us,cast,her
835,"Or, ye kings, if this damsel desireth not
to select any one of us as her lord, let us cast her into the fire and
return to our kingdoms.",us,cast into,fire
836,"Something must be
done here (even unto him), so that from fear of disgrace and the desire
of maintaining what properly belongeth unto each order, other Swayamvaras
may not terminate in this way.'",Something,must,must done here even unto him
837,"Something must be
done here (even unto him), so that from fear of disgrace and the desire
of maintaining what properly belongeth unto each order, other Swayamvaras
may not terminate in this way.'",Something,must,must done here unto him
838,"Something must be
done here (even unto him), so that from fear of disgrace and the desire
of maintaining what properly belongeth unto each order, other Swayamvaras
may not terminate in this way.'",Something,must,must done even unto him
839,"Something must be
done here (even unto him), so that from fear of disgrace and the desire
of maintaining what properly belongeth unto each order, other Swayamvaras
may not terminate in this way.'",Something,must,must done unto him
840,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,rushing in,anger
841,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,once rushing towards,him
842,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,rushing in,anger with bows
843,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,rushing towards,him
844,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,beholding,monarchs
845,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",anger,is with,bows
846,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,once rushing in,anger with bows
847,"And Drupada beholding those
monarchs all at once rushing towards him in anger with bows and arrows,
sought, from fear, the protection of the Brahmanas.",Drupada,once rushing in,anger
848,"But those mighty
bowmen (Bhima and Arjuna) of the Pandavas, capable of chastising all
foes, advanced to oppose those monarchs rushing towards them impetuously
like elephants in the season of rut.",elephants,is in,season of rut
849,"But those mighty
bowmen (Bhima and Arjuna) of the Pandavas, capable of chastising all
foes, advanced to oppose those monarchs rushing towards them impetuously
like elephants in the season of rut.",bowmen,advanced,oppose
850,"But those mighty
bowmen (Bhima and Arjuna) of the Pandavas, capable of chastising all
foes, advanced to oppose those monarchs rushing towards them impetuously
like elephants in the season of rut.",mighty bowmen,advanced,to oppose
851,"But those mighty
bowmen (Bhima and Arjuna) of the Pandavas, capable of chastising all
foes, advanced to oppose those monarchs rushing towards them impetuously
like elephants in the season of rut.",bowmen,advanced,to oppose
852,"But those mighty
bowmen (Bhima and Arjuna) of the Pandavas, capable of chastising all
foes, advanced to oppose those monarchs rushing towards them impetuously
like elephants in the season of rut.",mighty bowmen,advanced,oppose
853,"Then the monarchs with gloved
fingers and upraised weapons rushed in anger at the Kuru princes, Bhima
and Arjuna, to slay them.",monarchs,rushed at,Bhima
854,"Then the monarchs with gloved
fingers and upraised weapons rushed in anger at the Kuru princes, Bhima
and Arjuna, to slay them.",monarchs,rushed at,Kuru princes
855,"Then the monarchs with gloved
fingers and upraised weapons rushed in anger at the Kuru princes, Bhima
and Arjuna, to slay them.",monarchs,rushed to,slay
856,"Then the monarchs with gloved
fingers and upraised weapons rushed in anger at the Kuru princes, Bhima
and Arjuna, to slay them.",monarchs,is with,gloved fingers
857,"Then the monarchs with gloved
fingers and upraised weapons rushed in anger at the Kuru princes, Bhima
and Arjuna, to slay them.",monarchs,rushed in,anger
858,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",mighty Bhima,tore up like,elephant
859,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",mighty Bhima,divested,it
860,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",Bhima,divested,it
861,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",Bhima,tore up like,elephant
862,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",Bhima,divested of,its leaves
863,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",mighty Bhima,endued with,strength
864,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",Bhima,endued with,strength
865,"Then the mighty Bhima of extraordinary
achievements, endued with the strength of thunder, tore up like an
elephant a large tree and divested it of its leaves.",mighty Bhima,divested of,its leaves
866,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",armed Bhima,stood like,like king
867,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",strong armed Bhima,stood like,like king
868,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",armed Bhima,stood like,like bearing king
869,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",Bhima,stood like,like king
870,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",strong armed Bhima,stood like,like bearing king
871,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",Bhima,stood like,like mace bearing king
872,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",strong armed Bhima,grinder of,foes
873,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",strong armed Bhima,stood like,like mace bearing king
874,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",armed Bhima,stood like,like mace bearing king
875,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",Bhima,stood like,like bearing king
876,"And with that tree,
the strong-armed Bhima, the son of Pritha, that grinder of foes, stood,
like unto the mace-bearing king of the dead (Yama) armed with his fierce
mace, near Arjuna that bull amongst men.",strong armed Bhima,son of,Pritha
877,"And beholding that feat of his
brother, Jishnu of extraordinary intelligence, himself also of
inconceivable feats, wondered much.",his brother,Jishnu of,extraordinary intelligence
878,"And beholding that feat of his
brother, Jishnu of extraordinary intelligence, himself also of
inconceivable feats, wondered much.",his,brother,Jishnu of extraordinary intelligence
879,"And beholding that feat of his
brother, Jishnu of extraordinary intelligence, himself also of
inconceivable feats, wondered much.",his,brother of,also inconceivable feats
880,"And equal unto Indra himself in
achievements, shaking off all fear he stood with his bow ready to receive
those assailants.",he,equal stood unto,Indra himself
881,"And equal unto Indra himself in
achievements, shaking off all fear he stood with his bow ready to receive
those assailants.",he,equal stood unto,Indra himself in achievements
882,"And equal unto Indra himself in
achievements, shaking off all fear he stood with his bow ready to receive
those assailants.",he,stood unto,Indra himself
883,"And equal unto Indra himself in
achievements, shaking off all fear he stood with his bow ready to receive
those assailants.",Indra,is in,achievements
884,"And equal unto Indra himself in
achievements, shaking off all fear he stood with his bow ready to receive
those assailants.",he,stood unto,Indra himself in achievements
885,"And beholding those feats of both Jishnu and his
brother, Damodara (Krishna) of superhuman intelligence and inconceivable
feats, addressing his brother, Halayudha (Valadeva) of fierce energy,
said, 'That hero there, of tread like that of a mighty lion, who draweth
the large bow in his hand four full cubits in length, is Arjuna!",superhuman intelligence,of brother is,Damodara
886,"And beholding those feats of both Jishnu and his
brother, Damodara (Krishna) of superhuman intelligence and inconceivable
feats, addressing his brother, Halayudha (Valadeva) of fierce energy,
said, 'That hero there, of tread like that of a mighty lion, who draweth
the large bow in his hand four full cubits in length, is Arjuna!",fierce energy,of brother is,Halayudha
887,"And beholding those feats of both Jishnu and his
brother, Damodara (Krishna) of superhuman intelligence and inconceivable
feats, addressing his brother, Halayudha (Valadeva) of fierce energy,
said, 'That hero there, of tread like that of a mighty lion, who draweth
the large bow in his hand four full cubits in length, is Arjuna!",four full cubits,is in,length
888,"And beholding those feats of both Jishnu and his
brother, Damodara (Krishna) of superhuman intelligence and inconceivable
feats, addressing his brother, Halayudha (Valadeva) of fierce energy,
said, 'That hero there, of tread like that of a mighty lion, who draweth
the large bow in his hand four full cubits in length, is Arjuna!",his,brother,Halayudha
