,document,subject,relation,object
424,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,covering at,outset
425,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering at,outset
426,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",monarchs,uttered,shouts of applause
427,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",monarchs,uttered,shouts
428,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering with,shafts
429,"And those
monarchs seeing Salya thus covering Bhishma at the outset with
innumerable shafts, wondered much and uttered shouts of applause.",Salya,thus covering Bhishma with,shafts
430,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,applauded,Salya
431,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,became,very glad
432,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,Beholding,his lightness of hand
433,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,Beholding,his lightness
434,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,applauded greatly,Salya
435,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,became,glad
436,"Beholding his lightness of hand in combat, the crowd of regal spectators
became very glad and applauded Salya greatly.",crowd,Beholding in,combat
437,"That subjugator of hostile
towns, Bhishma, then, on hearing those shouts of the Kshatriyas, became
very angry and said, 'Stay, Stay'.",subjugator,became,very angry
438,"That subjugator of hostile
towns, Bhishma, then, on hearing those shouts of the Kshatriyas, became
very angry and said, 'Stay, Stay'.",subjugator,became,angry
439,"In wrath, he commanded his charioteer,
saying, 'Lead thou my car to where Salya is, so that I may slay him
instantly as Garuda slays a serpent.'",he,commanded In,wrath
440,"In wrath, he commanded his charioteer,
saying, 'Lead thou my car to where Salya is, so that I may slay him
instantly as Garuda slays a serpent.'",he,commanded,his charioteer
441,"And, O tiger among kings, the Kuru chief, then, warding off
with his weapons those of his foe, slew Salya's charioteer.",Kuru chief,warding off,those
442,"And, O tiger among kings, the Kuru chief, then, warding off
with his weapons those of his foe, slew Salya's charioteer.",Kuru chief,warding off with,his weapons
443,"And, O tiger among kings, the Kuru chief, then, warding off
with his weapons those of his foe, slew Salya's charioteer.",slew Salya,has,charioteer
444,"And, O tiger among kings, the Kuru chief, then, warding off
with his weapons those of his foe, slew Salya's charioteer.",Kuru chief,warding off,those of his foe
445,"And, O tiger among kings, the Kuru chief, then, warding off
with his weapons those of his foe, slew Salya's charioteer.",Kuru chief,warding off,slew Salya 's charioteer
446,"Then that
first of men, Bhishma, the son of Santanu, fighting for the sake of those
damsels, slew with the Aindra weapon the noble steeds of his adversary.",slew,is with,Aindra weapon
447,"Then that
first of men, Bhishma, the son of Santanu, fighting for the sake of those
damsels, slew with the Aindra weapon the noble steeds of his adversary.",men,son of,Santanu
448,"Then that
first of men, Bhishma, the son of Santanu, fighting for the sake of those
damsels, slew with the Aindra weapon the noble steeds of his adversary.",men,of first is,slew with Aindra weapon
449,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",bull,continued,to rule virtuously
450,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",bull,continued,rule
451,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",his defeat,after bull is,Salya
452,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",bull,returned to,his kingdom
453,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",bull,continued,to rule
454,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",bull,continued,rule virtuously
455,"O
bull of Bharata's race, Salya, after his defeat, returned to his kingdom
and continued to rule it virtuously.",Bharata,of,race
456,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",kings,had come to,witness
457,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",self choice ceremony,returned to,their kingdoms
458,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",kings,also had come to,witness
459,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",other kings,had come to,witness
460,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",self choice ceremony,returned to,their own kingdoms
461,"And O conqueror of hostile towns,
the other kings also, who had come to witness, the self-choice ceremony
returned to their own kingdoms.",other kings,also had come to,witness
462,"""That foremost of smiters, viz., Bhishma, after defeating those monarchs,
set out with those damsels, for Hastinapura whence the virtuous Kuru
prince Vichitravirya ruled the earth like that best of monarchs, viz.,
his father Santanu.",his,father,Santanu
463,"""That foremost of smiters, viz., Bhishma, after defeating those monarchs,
set out with those damsels, for Hastinapura whence the virtuous Kuru
prince Vichitravirya ruled the earth like that best of monarchs, viz.,
his father Santanu.",defeating,after smiters is,Bhishma
464,"And, O king, passing through many forests, rivers,
hills, and woods abounding with trees, he arrived (at the capital) in no
time.",he,arrived at,capital
465,"And, O king, passing through many forests, rivers,
hills, and woods abounding with trees, he arrived (at the capital) in no
time.",woods,abounding with,trees
466,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain Of,prowess in battle
467,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain in,battle
468,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",they,were,if his daughters in law
469,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain Of,immeasurable prowess in battle
470,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes without,scratch
471,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",they,were,his daughters in law
472,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,brought daughters unto,Kurus
473,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",they,were,if his daughters
474,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,brought unto,Kurus
475,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain Of,immeasurable prowess
476,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes Of,prowess
477,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes Of,immeasurable prowess in battle
478,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes in,battle
479,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain without,scratch
480,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",they,were,his daughters
481,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain,numberless foes
482,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",immeasurable prowess,is in,battle
483,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain Of,prowess
484,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes Of,immeasurable prowess
485,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain foes Of,prowess in battle
486,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",if his daughters,is in,law
487,"Of immeasurable prowess in battle, the son of the ocean-going
Ganga, having slain numberless foes in battle without a scratch on his
own person, brought the daughters of the king of Kasi unto the Kurus as
tenderly if they were his daughters-in-law, or younger sisters, or
daughters.",son,having slain,foes
488,"And Bhishma of mighty arms, impelled by the desire of
benefiting his brother, having by his prowess brought them thus, then
offered those maidens possessing every accomplishment unto Vichitravirya.",Bhishma,impelled by,desire of benefiting
489,"And Bhishma of mighty arms, impelled by the desire of
benefiting his brother, having by his prowess brought them thus, then
offered those maidens possessing every accomplishment unto Vichitravirya.",Bhishma,impelled by,desire
490,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",Conversant,make,preparations
491,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",Conversant,began,to make
492,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",Conversant,make,preparations for his brother 's wedding
493,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",Conversant,is with,dictates of virtue having achieved according kingly custom
494,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",virtue,of dictates is,son
495,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",dictates,son of,Santanu
496,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",Conversant,began,make
497,"Conversant with the dictates of virtue, the son of Santanu, having
achieved such an extraordinary feat according to (kingly) custom, then
began to make preparations for his brother's wedding.",brother,for,wedding
498,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen king At,heart
499,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",consultation,is with,Satyavati
500,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen,king
501,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen king for,my husband
502,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen,king of Saubha
503,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen for,my husband
504,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,king of,Saubha
505,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",Satyavati,daughter of,king
506,"And when everything
about the wedding had been settled by Bhishma in consultation with
Satyavati, the eldest daughter of the king of Kasi, with a soft smile,
told him these words, 'At heart I had chosen the king of Saubha for my
husband.",I,chosen At,heart
507,"He had, in his heart, accepted me for his wife.",He,had in,his heart
508,"This was also
approved by my father.",This,was also approved by,my father
509,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,reflect as,should done
510,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,Thus addressed by,maiden
511,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,Thus addressed by,maiden
512,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,addressed in,presence
513,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,Thus addressed in,presence of Brahmanas
514,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,reflect as,to should done
515,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,addressed by,maiden
516,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,Thus addressed in,presence
517,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,began,to reflect
518,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,addressed in,presence
519,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,addressed in,presence of Brahmanas
520,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,reflect as,should done
521,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,Thus addressed in,presence
522,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,began,reflect
523,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,addressed by,maiden
524,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,began,reflect
525,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",heroic Bhishma,Thus addressed in,presence of Brahmanas
526,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,reflect as,to should done
527,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,addressed in,presence of Brahmanas
528,"Thus addressed by that
maiden in the presence of the Brahmanas, the heroic Bhishma began to
reflect as to what should be done.",Bhishma,began,to reflect
529,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,As conversant with rules of virtue
530,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,conversant with rules
531,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was conversant with,rules of virtue
532,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was,As conversant with rules of virtue
533,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was,As conversant
534,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,conversant
535,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",As conversant,is with,rules of virtue
536,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,As conversant with rules
537,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",Amba,daughter of,ruler
538,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted with,Brahmanas
539,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was,conversant
540,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was,As conversant with rules
541,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,conversant with rules of virtue
542,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,was conversant with,rules
543,"As he was conversant with the rules of
virtue, he consulted with the Brahmanas who had mastered the Vedas, and
permitted Amba, the eldest daughter of the ruler of Kasi to do as she
liked.",he,consulted,As conversant
544,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed,Ambika
545,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed on,his younger brother
546,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",his,brother,Vichitravirya
547,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed with,due rites
548,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed,two daughters
549,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed on,his brother
550,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed,two other daughters
551,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed with,rites
552,"But he bestowed with due rites the two other daughters, Ambika and
Ambalika on his younger brother Vichitravirya.",he,bestowed on,Vichitravirya
553,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",he,became,lustful
554,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",Vichitravirya,was,virtuous
555,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",he,became after,his marriage
556,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",he,soon became after,his marriage
557,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",Vichitravirya,was,though virtuous
558,"And though Vichitravirya
was virtuous and abstemious, yet, proud of youth and beauty, he soon
became lustful after his marriage.",he,soon became,lustful
559,"And both Ambika and Ambalika were of
tall stature, and of the complexion of molten gold.",Ambalika,were of,tall stature
560,"And both Ambika and Ambalika were of
tall stature, and of the complexion of molten gold.",Ambalika,were of,stature
561,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their heads,were covered with,black hair
562,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their hips,were,fat
563,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their finger nails,were,high
564,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their heads,were,covered
565,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their heads,were covered with,hair
566,"And their heads were
covered with black curly hair, and their finger-nails were high and red;
their hips were fat and round, and their breasts full and deep.",their heads,were covered with,curly hair
567,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",ladies,considered,to wedded
568,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",ladies,considered,wedded to husband
569,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",young ladies,considered,to wedded
570,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable ladies,considered,to wedded
571,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",young ladies,considered,wedded to husband
572,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable young ladies,considered,wedded to husband
573,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",ladies,considered,wedded
574,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable ladies,considered,to wedded to husband
575,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable young ladies,considered,to wedded to husband
576,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable ladies,considered,wedded
577,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable young ladies,considered,wedded
578,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable ladies,considered,wedded to husband
579,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",amiable young ladies,considered,to wedded
580,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",ladies,considered,to wedded to husband
581,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",young ladies,considered,to wedded to husband
582,"And
endued with every auspicious mark, the amiable young ladies considered
themselves to be wedded to a husband who was every way worthy of
themselves, and extremely loved and respected Vichitravirya.",young ladies,considered,wedded
583,"And
Vichitravirya also, endued with the prowess of the celestials and the
beauty of the twin Aswins, could steal the heart of any beautiful woman.",Vichitravirya,also endued with,prowess of celestials
584,"And
Vichitravirya also, endued with the prowess of the celestials and the
beauty of the twin Aswins, could steal the heart of any beautiful woman.",Vichitravirya,also endued with,prowess
585,"And
Vichitravirya also, endued with the prowess of the celestials and the
beauty of the twin Aswins, could steal the heart of any beautiful woman.",Vichitravirya,endued with,prowess of celestials
586,"And
Vichitravirya also, endued with the prowess of the celestials and the
beauty of the twin Aswins, could steal the heart of any beautiful woman.",Vichitravirya,endued with,prowess
587,"And the prince passed seven years uninterruptedly in the company of his
wives.",prince,passed in,company of his wives
588,"And the prince passed seven years uninterruptedly in the company of his
wives.",prince,passed in,company
589,"He was attacked while yet in the prime of youth, with phthisis.",He,was,attacked
590,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,while in prime phthisis
591,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,in prime of youth phthisis
592,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,phthisis
593,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,in prime phthisis
594,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,while in prime of youth phthisis
595,"He was attacked while yet in the prime of youth, with phthisis.",He,was attacked with,while phthisis
596,"He was attacked while yet in the prime of youth, with phthisis.",phthisis,is in,prime of youth
597,"Friends and relatives in consultation with one another tried to effect a
cure.",relatives,effect,cure
598,"Friends and relatives in consultation with one another tried to effect a
cure.",Friends,is in,consultation
599,"Friends and relatives in consultation with one another tried to effect a
cure.",Friends,tried,to effect
600,"Friends and relatives in consultation with one another tried to effect a
cure.",Friends,is with,one
601,"Friends and relatives in consultation with one another tried to effect a
cure.",Friends,tried,effect
602,"Friends and relatives in consultation with one another tried to effect a
cure.",relatives,tried,effect
603,"Friends and relatives in consultation with one another tried to effect a
cure.",relatives,tried,to effect
604,"But in spite of all efforts, the Kuru prince died, setting like the
evening sun.",Kuru prince,died in,efforts
605,"But in spite of all efforts, the Kuru prince died, setting like the
evening sun.",Kuru prince,setting like,evening sun
606,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",consultation,is with,Satyavati
607,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",obsequial rites,be performed by,learned priests
