,document,subject,relation,object
961,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",Thou,hast done,immense service
962,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",I,shall speedily regain,my lost lord
963,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,can do,me
964,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",I,shall speedily regain,my lord
965,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",I,shall regain,my lost lord
966,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,can do for,for service
967,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",Thou,hast done,me
968,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,indeed can do for,for service of thine
969,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,can do for,for service of thine
970,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",Thou,hast done,service
971,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",I,shall regain,my lord
972,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,indeed can do,me
973,"Thou hast done me the immense service which none else, indeed, can
do me, for, (owing to that service of thine), O thou best of the
regenerate ones, I shall speedily regain my (lost) lord.'",none,indeed can do for,for service
974,"And thus
addressed by Damayanti, that high-minded Brahmana comforted her, uttering
benedictory words of auspicious import, and then went home, regarding his
mission to have been successful.",Brahmana,comforted,her
975,"And thus
addressed by Damayanti, that high-minded Brahmana comforted her, uttering
benedictory words of auspicious import, and then went home, regarding his
mission to have been successful.",high minded Brahmana,comforted,her
976,"And thus
addressed by Damayanti, that high-minded Brahmana comforted her, uttering
benedictory words of auspicious import, and then went home, regarding his
mission to have been successful.",minded Brahmana,comforted,her
977,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Bhima,has,daughter
978,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Damayanti,oppressed,after he had gone
979,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",bird,as Sudeva is,words
980,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Damayanti,oppressed,he had gone away
981,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Damayanti,oppressed,after he had gone away
982,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Damayanti,calling,Sudeva
983,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Damayanti,oppressed,he had gone
984,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Yudhishthira,is in,presence of her mother
985,"And after he had gone away, Damayanti
oppressed with grief and distress, calling Sudeva, addressed him, O
Yudhishthira, in the presence of her mother, saying, 'O Sudeva, go thou
to the city of Ayodhya, straight as a bird, and tell king Rituparna
living there, these words: 'Bhima's daughter, Damayanti will hold another
Swayamvara.",Bhima,'s daughter is,Damayanti
986,"Calculating the
time, I find that the ceremony will take place tomorrow.",ceremony,take place at_time,tomorrow
987,"Calculating the
time, I find that the ceremony will take place tomorrow.",I,find Calculating,time
988,"Calculating the
time, I find that the ceremony will take place tomorrow.",ceremony,take at_time,tomorrow
989,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go,possible
990,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go thither,possible for thee
991,"O represser of
foes, if it is possible for thee, go thither without delay.",it,is possible for,thee
992,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go,possible for thee
993,"O represser of
foes, if it is possible for thee, go thither without delay.",it,is,if possible
994,"O represser of
foes, if it is possible for thee, go thither without delay.",it,is,if possible for thee
995,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go thither without,delay
996,"O represser of
foes, if it is possible for thee, go thither without delay.",it,is,possible
997,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go,if possible for thee
998,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go thither,possible
999,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go,if possible
1000,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go without,delay
1001,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go thither,if possible for thee
1002,"O represser of
foes, if it is possible for thee, go thither without delay.",represser,go thither,if possible
1003,"Tomorrow,
after the sun hath risen, she will choose a second husband, as she doth
not know whether the heroic Nala liveth or not.",sun,hath,risen
1004,"Tomorrow,
after the sun hath risen, she will choose a second husband, as she doth
not know whether the heroic Nala liveth or not.",she,will choose husband at_time,Tomorrow
1005,"Tomorrow,
after the sun hath risen, she will choose a second husband, as she doth
not know whether the heroic Nala liveth or not.",she,will choose at_time,Tomorrow
1006,"And he said unto Rituparna, all that he had
been directed to say.'""",he,said unto,Rituparna
1007,"LXXI

""Vrihadaswa continued, 'Having heard the words of Sudeva king Rituparna,
soothing Vahuka with gentle words, said, 'O Vahuka, thou art well-skilled
in training and guiding horses.",thou,art,well skilled
1008,"LXXI

""Vrihadaswa continued, 'Having heard the words of Sudeva king Rituparna,
soothing Vahuka with gentle words, said, 'O Vahuka, thou art well-skilled
in training and guiding horses.",thou,art,skilled in training
1009,"LXXI

""Vrihadaswa continued, 'Having heard the words of Sudeva king Rituparna,
soothing Vahuka with gentle words, said, 'O Vahuka, thou art well-skilled
in training and guiding horses.",thou,art,skilled
1010,"LXXI

""Vrihadaswa continued, 'Having heard the words of Sudeva king Rituparna,
soothing Vahuka with gentle words, said, 'O Vahuka, thou art well-skilled
in training and guiding horses.",thou,art,well skilled in training
1011,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go
1012,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",Damayanti,to,Swayamvara
1013,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara in course of single day
1014,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara course of single day
1015,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara
1016,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",it,pleases,thee
1017,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,it pleases
1018,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara in course of day
1019,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara in course of day
1020,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara course
1021,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go in course
1022,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go course of day
1023,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go in course of single day
1024,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara course of day
1025,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,If it pleases
1026,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara in course
1027,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go in course of single day
1028,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara in course of single day
1029,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara in course
1030,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go course
1031,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go in course of day
1032,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go in course of day
1033,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go course
1034,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go to Damayanti 's Swayamvara
1035,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go course of day
1036,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go course of single day
1037,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go in course
1038,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,go to,Damayanti 's Swayamvara
1039,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara course
1040,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara course of day
1041,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,to go to Damayanti 's Swayamvara course of single day
1042,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go course of single day
1043,"If it pleases thee, I intend to go to
Damayanti's Swayamvara in course of a single day.'",I,intend,go
1044,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",son,felt,be bursting in grief
1045,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",Nala,felt,to be bursting in grief
1046,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",Nala,felt,to be bursting
1047,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",son,felt,be bursting
1048,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",Nala,felt,be bursting
1049,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",Nala,felt,be bursting in grief
1050,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",Nala,felt,his heart
1051,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",son,felt,to be bursting in grief
1052,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",son,felt,his heart
1053,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",son,felt,to be bursting
1054,"Thus addressed, O son
of Kunti, by that king, Nala felt his heart to be bursting in grief.",his heart,bursting in,grief
1055,"And
the high-souled king seemed to burn in sorrow.",king,seemed,burn
1056,"And
the high-souled king seemed to burn in sorrow.",souled king,seemed,burn
1057,"And
the high-souled king seemed to burn in sorrow.",high souled king,burn in,sorrow
1058,"And
the high-souled king seemed to burn in sorrow.",king,seemed,to burn in sorrow
1059,"And
the high-souled king seemed to burn in sorrow.",king,seemed,burn in sorrow
1060,"And
the high-souled king seemed to burn in sorrow.",king,seemed,to burn
1061,"And
the high-souled king seemed to burn in sorrow.",souled king,seemed,to burn in sorrow
1062,"And
the high-souled king seemed to burn in sorrow.",high souled king,seemed,burn in sorrow
1063,"And
the high-souled king seemed to burn in sorrow.",high souled king,seemed,to burn in sorrow
1064,"And
the high-souled king seemed to burn in sorrow.",souled king,seemed,to burn
1065,"And
the high-souled king seemed to burn in sorrow.",king,burn in,sorrow
1066,"And
the high-souled king seemed to burn in sorrow.",high souled king,seemed,burn
1067,"And
the high-souled king seemed to burn in sorrow.",souled king,burn in,sorrow
1068,"And
the high-souled king seemed to burn in sorrow.",souled king,seemed,burn in sorrow
1069,"And
the high-souled king seemed to burn in sorrow.",high souled king,seemed,to burn
1070,"And he thought within
himself, 'Perhaps Damayanti in doing this is blinded by sorrow.",he,thought within,himself
1071,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,perhaps hath,magnificent scheme
1072,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,perhaps hath,scheme for my sake
1073,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,hath,conceived
1074,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,hath,magnificent scheme for my sake
1075,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,hath,scheme
1076,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,perhaps hath,magnificent scheme for my sake
1077,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,perhaps hath,conceived
1078,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,perhaps hath,scheme
1079,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,hath,scheme for my sake
1080,"Or,
perhaps, she hath conceived this magnificent scheme for my sake.",she,hath,magnificent scheme
1081,"Alas,
cruel is the deed that the innocent princess of Vidarbha intends to do,
having been deceived by my sinful and low self of little sense.",innocent princess,intends,to do
1082,"Alas,
cruel is the deed that the innocent princess of Vidarbha intends to do,
having been deceived by my sinful and low self of little sense.",princess,intends,to do
1083,"Alas,
cruel is the deed that the innocent princess of Vidarbha intends to do,
having been deceived by my sinful and low self of little sense.",innocent princess,intends,do
1084,"Alas,
cruel is the deed that the innocent princess of Vidarbha intends to do,
having been deceived by my sinful and low self of little sense.",princess,intends,do
1085,"Alas,
cruel is the deed that the innocent princess of Vidarbha intends to do,
having been deceived by my sinful and low self of little sense.",cruel,is,deed
1086,"It is
seen in the world that the nature of woman is inconstant.",It,is,seen
1087,"It is
seen in the world that the nature of woman is inconstant.",nature,is,inconstant
1088,"It is
seen in the world that the nature of woman is inconstant.",It,is seen in,world
1089,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath longer,love for me owing to my separation from her
1090,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath longer,love for me owing to separation from her
1091,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath no longer,love for me owing to separation from her
1092,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath,love for me owing to separation from her
1093,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath,love for me owing to my separation from her
1094,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",she,hath no longer,love for me owing to my separation from her
1095,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",My offence,hath,hath great
1096,"My offence also
hath been great; perhaps she is acting so, because she hath no longer any
love for me owing to my separation from her.",My offence,hath,also hath great
1097,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,when especially is mother of,offspring
1098,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is mother of,offspring
1099,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,especially is mother of,offspring
1100,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,when especially mother of offspring by me
1101,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,especially mother of offspring by me
1102,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,mother
1103,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,mother of offspring by me
1104,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,when especially is mother by,me
1105,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,especially is mother by,me
1106,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,especially mother
1107,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is,when especially mother
1108,"Indeed, that girl of slender
waist, afflicted with grief on my account and with despair, will not
certainly do anything of the kind, when especially, she is the mother of
offspring (by me).",she,is mother by,me
1109,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,shall ascertain,whether true
1110,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,However shall ascertain by,going thither
1111,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,However shall ascertain,whether true
1112,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,However shall ascertain by,going
1113,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,shall ascertain,true
1114,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,shall ascertain with,certitude
1115,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,shall ascertain by,going thither
1116,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,shall ascertain by,going
1117,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,However shall ascertain,true
1118,"However whether this is true or false, I shall
ascertain with certitude by going thither.",I,However shall ascertain with,certitude
1119,"I will, therefore, accomplish
Rituparna's and my own purpose also.'",I,will accomplish,Rituparna
1120,"I will, therefore, accomplish
Rituparna's and my own purpose also.'",I,will therefore accomplish,Rituparna
1121,"I will, therefore, accomplish
Rituparna's and my own purpose also.'",I,will accomplish also,Rituparna
1122,"I will, therefore, accomplish
Rituparna's and my own purpose also.'",I,will therefore accomplish also,Rituparna
1123,"Having resolved thus in his mind,
Vahuka, with his heart in sorrow, spake unto king Rituparna, with joined
hands, saying, 'O monarch, I bow to thy behest, and, O tiger among men, I
will go to the city of the Vidarbhas in a single day.",Vahuka,thus spake unto,king Rituparna
1124,"Having resolved thus in his mind,
Vahuka, with his heart in sorrow, spake unto king Rituparna, with joined
hands, saying, 'O monarch, I bow to thy behest, and, O tiger among men, I
will go to the city of the Vidarbhas in a single day.",Vahuka,spake unto,king Rituparna
1125,"Having resolved thus in his mind,
Vahuka, with his heart in sorrow, spake unto king Rituparna, with joined
hands, saying, 'O monarch, I bow to thy behest, and, O tiger among men, I
will go to the city of the Vidarbhas in a single day.",his heart,is in,sorrow
1126,"Then, O
monarch, at the command of the royal son of Bhangasura, Vahuka went to
the stables and began to examine the horses.",Vahuka,began,to examine
1127,"Then, O
monarch, at the command of the royal son of Bhangasura, Vahuka went to
the stables and began to examine the horses.",Vahuka,began,examine
1128,"Then, O
monarch, at the command of the royal son of Bhangasura, Vahuka went to
the stables and began to examine the horses.",Vahuka,went to,stables
1129,Thou shouldst not jest with us.,Thou,shouldst,not jest
1130,"How can these horses of mine, weak in
strength and breath, carry us?",horses weak,can carry,us
1131,"How can these horses of mine, weak in
strength and breath, carry us?",horses,can carry,us
1132,"And how shall we be able to go this long
way by help of these?'",we,shall,how shall able
1133,"And how shall we be able to go this long
way by help of these?'",we,shall,shall able
1134,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",one,curl on,two on his temples
1135,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",one,curl on,his forehead
1136,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his forehead,four on,his sides
1137,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his,forehead,two on temples
1138,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",one,curl on,four on his sides
1139,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",one,curl on,four on his chest
1140,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his,forehead,four on sides
1141,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his forehead,two on,his temples
1142,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his forehead,four on,his chest
1143,"Vahuka replied, 'Each of these horses bears one
curl on his forehead, two on his temples, four on his sides, four on his
chest, and one on his back.",his,forehead,four on chest
1144,"Without doubt, these steeds will be able to
go to the country of the Vidarbhas.",steeds,will,will able
1145,"Without doubt, these steeds will be able to
go to the country of the Vidarbhas.",steeds,go to,country of Vidarbhas
1146,"Without doubt, these steeds will be able to
go to the country of the Vidarbhas.",steeds,go to,country
1147,"Without doubt, these steeds will be able to
go to the country of the Vidarbhas.",steeds,will,Without doubt will able
1148,"If, O king, thou thinkest of choosing
others, point them out and I shall yoke them for thee.'",I,shall yoke,them
1149,"If, O king, thou thinkest of choosing
others, point them out and I shall yoke them for thee.'",I,shall yoke for,thee
1150,"Do thou speedily yoke those that thou
thinkest to be able.'",thou,Do speedily yoke,those
1151,"Do thou speedily yoke those that thou
thinkest to be able.'",thou,Do yoke,those
1152,"Do thou speedily yoke those that thou
thinkest to be able.'",thou,thinkest,able
1153,"Do thou speedily yoke those that thou
thinkest to be able.'",thou,thinkest,to able
1154,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four steeds of good breed
1155,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked upon,car
1156,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four excellent steeds
1157,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four steeds of good breed
1158,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four steeds
1159,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four steeds of breed
1160,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four excellent steeds
1161,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked upon,car
1162,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four excellent steeds
1163,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four steeds
1164,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four steeds of good breed
1165,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four excellent steeds of good breed
1166,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four steeds of good breed
1167,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four excellent steeds of good breed
1168,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four excellent steeds of good breed
1169,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four excellent steeds of breed
1170,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four steeds
1171,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked upon,car
1172,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four excellent steeds of breed
1173,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four steeds of breed
1174,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four steeds
1175,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four excellent steeds of good breed
1176,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked upon,car
1177,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,yoked,four excellent steeds of breed
1178,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",Nala,Thereupon yoked,four steeds of breed
1179,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four excellent steeds
1180,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,Thereupon yoked,four steeds of breed
1181,"Thereupon the skillful Nala yoked upon the car four
excellent steeds of good breed that were, besides, docile and fleet.",skillful Nala,yoked,four excellent steeds of breed
1182,"And
after the steeds had been yoked, the king without loss of time mounted
upon the car, when those best of horses fell down upon the ground on
their knees.",king,mounted upon,car
